#grain	nu/um	abs+scat*(1-g)	abs	scat*(1-g)	scat	scat*(1-g)/[abs+scat*(1-g)]
1.57301e+07	2.05e-35	2.05e-35	5.54e-51	5.54e-51	2.70e-16
1.56777e+07	2.07e-35	2.07e-35	5.61e-51	5.61e-51	2.72e-16
1.56256e+07	2.08e-35	2.08e-35	5.69e-51	5.69e-51	2.73e-16
1.55736e+07	2.09e-35	2.09e-35	5.76e-51	5.76e-51	2.75e-16
1.55217e+07	2.11e-35	2.11e-35	5.84e-51	5.84e-51	2.77e-16
1.54701e+07	2.12e-35	2.12e-35	5.92e-51	5.92e-51	2.79e-16
1.54186e+07	2.14e-35	2.14e-35	6.00e-51	6.00e-51	2.81e-16
1.53673e+07	2.15e-35	2.15e-35	6.08e-51	6.08e-51	2.83e-16
1.53162e+07	2.17e-35	2.17e-35	6.16e-51	6.16e-51	2.84e-16
1.52652e+07	2.18e-35	2.18e-35	6.24e-51	6.24e-51	2.86e-16
1.52144e+07	2.20e-35	2.20e-35	6.33e-51	6.33e-51	2.88e-16
1.51638e+07	2.21e-35	2.21e-35	6.41e-51	6.41e-51	2.90e-16
1.51133e+07	2.23e-35	2.23e-35	6.50e-51	6.50e-51	2.92e-16
1.50631e+07	2.24e-35	2.24e-35	6.59e-51	6.59e-51	2.94e-16
1.50129e+07	2.26e-35	2.26e-35	6.67e-51	6.67e-51	2.96e-16
1.49630e+07	2.27e-35	2.27e-35	6.76e-51	6.76e-51	2.98e-16
1.49132e+07	2.29e-35	2.29e-35	6.85e-51	6.85e-51	3.00e-16
1.48636e+07	2.30e-35	2.30e-35	6.95e-51	6.95e-51	3.02e-16
1.48141e+07	2.32e-35	2.32e-35	7.04e-51	7.04e-51	3.04e-16
1.47648e+07	2.33e-35	2.33e-35	7.13e-51	7.13e-51	3.06e-16
1.47157e+07	2.35e-35	2.35e-35	7.23e-51	7.23e-51	3.08e-16
1.46667e+07	2.36e-35	2.36e-35	7.33e-51	7.33e-51	3.10e-16
1.46179e+07	2.38e-35	2.38e-35	7.43e-51	7.43e-51	3.12e-16
1.45693e+07	2.40e-35	2.40e-35	7.53e-51	7.53e-51	3.14e-16
1.45208e+07	2.41e-35	2.41e-35	7.63e-51	7.63e-51	3.16e-16
1.44725e+07	2.43e-35	2.43e-35	7.73e-51	7.73e-51	3.18e-16
1.44243e+07	2.44e-35	2.44e-35	7.83e-51	7.83e-51	3.20e-16
1.43763e+07	2.46e-35	2.46e-35	7.94e-51	7.94e-51	3.23e-16
1.43285e+07	2.48e-35	2.48e-35	8.04e-51	8.04e-51	3.25e-16
1.42808e+07	2.49e-35	2.49e-35	8.15e-51	8.15e-51	3.27e-16
1.42333e+07	2.51e-35	2.51e-35	8.26e-51	8.26e-51	3.29e-16
1.41859e+07	2.53e-35	2.53e-35	8.37e-51	8.37e-51	3.31e-16
1.41387e+07	2.55e-35	2.55e-35	8.48e-51	8.48e-51	3.33e-16
