name,sample,OH_over_solar,DTG,DTG_err_low,DTG_err_high,DTM,DTM_err_low,DTM_err_high,OH_err_low,OH_err_high
,HRS_LTG,0.5426782903750851,0.004013559955924342,0.0008611775417542464,0.0009288537165874082,0.35478722848659455,0.14818260782900156,0.15745455762032978,0.046189414232762814,0.046189414232762814
,HRS_LTG,0.5439918818384851,0.001989995487006683,0.0004681131598888893,0.0006163678367660822,0.21382427894782946,0.08217820645449606,0.10244073779719323,0.04630121900054461,0.04630121900054461
,HRS_LTG,0.5500760814379635,0.005598499742894016,0.0016560637156960802,0.0038842466167580115,0.43075246742460616,0.2605000433008236,0.5616659398068441,0.046819068379374336,0.046819068379374336
,HRS_LTG,0.550603039236635,0.005751498983875199,0.0020258747029653665,0.0033530952650578693,0.43713999840176937,0.3107660803016619,0.48998432225428756,0.04686391976274035,0.04686391976274035
,HRS_LTG,0.5515154106891387,0.003078566307133768,0.0009837673105910533,0.0015452116804675464,0.29329599277368296,0.15758458454711938,0.2332725436108363,0.04694157516871708,0.04694157516871708
,HRS_LTG,0.5534188882674926,0.004229192267622147,0.0010957456299164744,0.001809039081321984,0.36231556102113943,0.1780467587090987,0.27387465957953055,0.047103587388311496,0.047103587388311496
,HRS_LTG,0.5569005652340872,0.004047292386110029,0.0008650620141852539,0.0014548011603847536,0.3507913808924077,0.1453479651201077,0.22408154774931055,0.04739992616302745,0.04739992616302745
,HRS_LTG,0.5592093035461961,0.0078181622916693,0.002615998948897098,0.005300871496645962,0.5096742601894476,0.3911893772594223,0.7481554998157357,0.04759643166572472,0.04759643166572472
,HRS_LTG,0.5593321296366173,0.00817757209998966,0.0019713768742940976,0.005931458401671105,0.5208449169079398,0.30637713579080006,0.8327725236757468,0.04760688586164461,0.04760688586164461
,HRS_LTG,0.565093784476151,0.007718844709056081,0.0023858923041671903,0.0043660038550329735,0.5038622154547538,0.35679770528638516,0.6173211682933681,0.04809728222864409,0.04809728222864409
