# Object	Reference	Metallicity	[O/H]	[N/H]
HE1124-2335	L.Zhang+AAP528A922011			
HE1124-2335	J.Ren+AAP537A1182012	-2.95		
HE1218-1828	T.Hansen+ApJ8071732015	-3.4	<-0.13	<-1.73
HE1241-2907	T.Hansen+ApJ8071732015	-3	<0.9	<-0.4
HE1300+0157	P.S.Barklem+AAP4391292005	-3.76		
HE1300+0157	L.Zhang+AAP528A922011			
HE1300+0157	J.G.Cohen+ApJ778562013	-3.49	-1.76	<-2.74
HE1300+0157	J.G.Cohen+ApJ6723202008		-1.56	<-2.58
HE1300+0157	A.Frebel+ApJ6585342007	-3.88	-2.15	<-2.71
HE1305+0007	A.Goswami+MNRAS3723432006	-2.03		
HE1305+0007	T.C.Beers+AJ13311932007	-2.5	-1.73	-0.65
HE1305+0132	S.C.Schuler+ApJ667L812007	-2	-1.65	-0.95
HE1310-0536	T.Hansen+ApJ8071732015	-4.2	<-1.35	-0.95
HE1310-0536	T.Hansen+ApJ7871622014	-4.2		-0.95
HE1320-1339	P.S.Barklem+AAP4391292005	-2.78		
HE1320-1339	I.U.Roederer+AJ1471362014	-2.93	-2.35	-2.38
HE1320-1339	L.Zhang+AAP528A922011			
HE1320-1339	C.M.Sakari+ApJ8681102018	-3.06		
HE1327-2326	A.Frebel+ApJ6845882008	-5.66	-1.85	-1.04
HE1327-2326	A.Frebel+ApJ638L172006	-5.7	-1.89	
HE1327-2326	W.Aoki+ApJ6398972006	-5.6	<-1.69	-1
HE1337+0012	A.Hosford+AAP4936012009	-3.32		
HE1337+0012	P.E.Nissen+AAP4693192007	-3.24		
HE1337+0012	M.Ishigaki+PASJ621432010	-3.52		
HE1337+0012	C.J.Akerman+AAP4149312004	-3.17	-2.25	
HE1337+0012	T.Matsuno+AJ154522017	-3.38		
HE1337+0012	F.Primas+AAP364L422000	-3.3	-2.04	
HE1337+0012	A.M.Boesgaard+ApJ6333982005	-3.47		
HE1337+0012	J.Melendez+AAP515L32010	-3.26		
HE1337+0012	I.U.Roederer+ApJ8601252018	-3.3		
HE1337+0012	M.N.Ishigaki+ApJ753642012	-3.21		
HE1337+0012	I.U.Roederer+AJ1471362014	-3.39	<-2.93	<-1.23
HE1337+0012	M.N.Ishigaki+ApJ771672013	-3.24		
HE1337+0012	C.Charbonnel+AAP4429612005	-3.38		
HE1337+0012	D.Fabbian+AAP50011432009	-3.24	-2.24	
HE1337+0012	T.Gehren+AAP45110652006	-3.12		
HE1337+0012	W.Aoki+ApJ6398972006	-3.2	-2.35	-1.68
HE1337+0012	W.Aoki+ApJ69818032009	-3.37		
HE1337+0012	M.Bergemann+AAP522A92010	-3.12		
HE1337+0012	J.A.Rich+ApJ70115192009	-3.45	-2.06	
HE1337+0012	C.J.Hansen+AAP545A312012	-3.1		
HE1337+0012	G.Bihain+AAP4237772004	-3.05		
HE1337+0012	D.S.Aguado+AAP60492017	-3.2		
HE1337+0012	E.Arnone+AAP4305072005			
HE1337+0012	G.Israelian+ApJ5518332001	-3.37	-1.85	
HE1337+0012	M.Bergemann+MNRAS40113342010	-3.12		
HE1337+0012	L.Zhang+AAP528A922011			
HE1337+0012	T.Matsuno+PASJ69242017	-3.36		
HE1337+0012	P.E.Nissen+AAP4159932004	-3.17		
HE1337+0012	P.S.Barklem+AAP4391292005	-3.44		
HE1337+0012	A.M.Boesgaard+ApJ7431402011	-3.45	-2.3	
HE1337+0012	J.Melendez+ApJ64210822006	-3	-2.33	
HE1337+0012	V.M.Placco+ApJ829242016	-3.29	-2.11	
HE1337+0012	A.Stephens+AJ12316472002	-3.47		
HE1405-0822	W.Y.Cui+AAP558A362013	-2.4	-1.09	-1.03
HE1410+0213	T.Masseron+AAP509A932010	-2.52	0.01	0.37
HE1410+0213	J.G.Cohen+ApJ778562013	-2.14		-0.24
HE1410+0213	J.G.Cohen+AJ1321372006	-3.17		-0.28
HE1419-1324	T.Masseron+AAP509A932010	-3.05	<-1.89	-1.63
HE1429-0347	T.Hansen+ApJ8071732015	-2.7	-1.81	-0.82
HE2159-0551	T.Hansen+ApJ8071732015	-2.8	<-1.71	-1.93
HE2208-1239	T.Hansen+ApJ8071732015	-2.9	<-1.48	-0.93
HE2239-5019	T.Hansen+ApJ8071732015	-4.2	<-0.15	<-1.45
HE2239-5019	T.Hansen+ApJ7871622014	-4.2		<-1.45
HE2258-6358	V.M.Placco+ApJ7701042013	-2.67	-0.82	-1.23
HE2331-7155	T.Hansen+ApJ8071732015	-3.7	<-1.98	-1.11
J043154.1-063210	G.Ruchti+ApJ7431072011	-1.85	-1.33	-1.55
J142546.2-154629	G.Ruchti+ApJ7431072011	-2.08	-1.36	-1.48
J142546.2-154629	G.R.Ruchti+ApJ73792011	-1.97		
J195244.9-600813	G.Ruchti+ApJ7431072011	-1.41	-0.88	-0.31
J195244.9-600813	G.R.Ruchti+ApJ73792011	-1.46		
LAMOSTJ221750.59+210437.2	W.Aoki+PASJ70942018	-3.93	-1.79	-1.73
LP625-44	J.E.Norris+ApJ4883501997			-0.81
LP625-44	W.Aoki+ApJ592L672003	-2.7		
LP625-44	W.Aoki+PASJ544272002	-2.72	-0.69	-1.63
LP625-44	W.Aoki+ApJ5613462001	-2.71		-1.53
LP625-44	W.Aoki+ApJ536L972000	-2.71		
LP625-44	W.Aoki+ApJ650L1272006	-2.7		
RAVEJ094921.8-161722	M.Gull+ApJ8621742018	-2.22	-1.41	-1.63
SDSSJ0212+0137	P.Bonifacio+AAP579A282015	-3.59	-1.99	<-0.93
SDSSJ082625.70+612515.10	A.Bandyopadhyay+ApJ8591142018	-3.1	-2.19	-1.83
SDSSJ1137+2553	P.Bonifacio+AAP579A282015	-2.7	-1.51	0.03
SDSSJ1349-0229	E.Caffau+AAP614A682018	-3.02		
SDSSJ1349-0229	W.Aoki+AJ145132013	-3.24		
SDSSJ1349-0229	N.T.Behara+AAP513A722010	-3	-1.05	-1.37
SMSSJ031300.36-670839.3	S.C.Keller+Nature5064632014	-5	<-2.3	<-3.5
T5496-00376-1	G.Ruchti+ApJ7431072011	-0.63	-0.29	-0.23
T6953-00510-1	G.Ruchti+ApJ7431072011	-1.93	-0.93	-0.03
T8448-00121-1	G.Ruchti+ApJ7431072011	-2.45	-2.31	-2.05
T9112-00430-1	G.Ruchti+ApJ7431072011	-2.21	-1.77	-1.41
TYC5619-109-1	C.B.Pereira+MNRAS4697742017	-1.55	-1.94	-0.33
