energy[ev]	n     k
      2034.30      0.99983381   2.4203363e-05
      2034.40      0.99983382   2.4201579e-05
      2034.50      0.99983383   2.4200190e-05
      2034.60      0.99983385   2.4198601e-05
      2034.70      0.99983386   2.4196819e-05
      2034.80      0.99983387   2.4195033e-05
      2034.90      0.99983388   2.4193051e-05
      2035.00      0.99983389   2.4190872e-05
      2035.10      0.99983390   2.4188294e-05
      2035.20      0.99983391   2.4185526e-05
      2035.30      0.99983392   2.4182157e-05
      2035.40      0.99983393   2.4178396e-05
      2035.50      0.99983394   2.4174044e-05
      2035.60      0.99983395   2.4169290e-05
      2035.70      0.99983396   2.4163759e-05
      2035.80      0.99983397   2.4158018e-05
      2035.90      0.99983398   2.4151493e-05
      2036.00      0.99983399   2.4144575e-05
      2036.10      0.99983400   2.4137056e-05
      2036.20      0.99983401   2.4129359e-05
      2036.30      0.99983403   2.4121052e-05
      2036.40      0.99983404   2.4112558e-05
      2036.50      0.99983405   2.4103869e-05
      2036.60      0.99983406   2.4094775e-05
      2036.70      0.99983407   2.4085901e-05
      2036.80      0.99983409   2.4076811e-05
      2036.90      0.99983410   2.4067733e-05
      2037.00      0.99983412   2.4059051e-05
      2037.10      0.99983413   2.4050163e-05
      2037.20      0.99983415   2.4041693e-05
      2037.30      0.99983416   2.4033598e-05
      2037.40      0.99983418   2.4025515e-05
      2037.50      0.99983420   2.4018026e-05
      2037.60      0.99983421   2.4010726e-05
      2037.70      0.99983423   2.4003840e-05
      2037.80      0.99983425   2.3997136e-05
      2037.90      0.99983426   2.3991033e-05
      2038.00      0.99983428   2.3985128e-05
      2038.10      0.99983430   2.3979612e-05
      2038.20      0.99983432   2.3974505e-05
      2038.30      0.99983433   2.3969386e-05
      2038.40      0.99983435   2.3964866e-05
      2038.50      0.99983437   2.3960346e-05
      2038.60      0.99983438   2.3956019e-05
      2038.70      0.99983440   2.3951901e-05
      2038.80      0.99983441   2.3947773e-05
      2038.90      0.99983443   2.3943847e-05
      2039.00      0.99983445   2.3939923e-05
      2039.10      0.99983446   2.3936191e-05
      2039.20      0.99983448   2.3932075e-05
      2039.30      0.99983449   2.3928148e-05
      2039.40      0.99983451   2.3924226e-05
      2039.50      0.99983452   2.3920107e-05
      2039.60      0.99983454   2.3915787e-05
      2039.70      0.99983455   2.3911282e-05
      2039.80      0.99983457   2.3906766e-05
      2039.90      0.99983458   2.3902257e-05
      2040.00      0.99983460   2.3897552e-05
      2040.10      0.99983461   2.3892841e-05
      2040.20      0.99983463   2.3887946e-05
      2040.30      0.99983464   2.3883041e-05
      2040.40      0.99983466   2.3878142e-05
      2040.50      0.99983467   2.3873243e-05
      2040.60      0.99983469   2.3868537e-05
      2040.70      0.99983470   2.3863843e-05
      2040.80      0.99983472   2.3859335e-05
      2040.90      0.99983474   2.3855031e-05
      2041.00      0.99983475   2.3851120e-05
      2041.10      0.99983477   2.3847600e-05
      2041.20      0.99983478   2.3844284e-05
      2041.30      0.99983480   2.3841355e-05
      2041.40      0.99983482   2.3838824e-05
      2041.50      0.99983483   2.3836686e-05
      2041.60      0.99983485   2.3834939e-05
      2041.70      0.99983486   2.3833393e-05
      2041.80      0.99983488   2.3832237e-05
      2041.90      0.99983489   2.3831475e-05
      2042.00      0.99983491   2.3830714e-05
      2042.10      0.99983492   2.3830148e-05
      2042.20      0.99983494   2.3829584e-05
      2042.30      0.99983495   2.3828822e-05
      2042.40      0.99983496   2.3828060e-05
      2042.50      0.99983497   2.3826906e-05
      2042.60      0.99983498   2.3825553e-05
      2042.70      0.99983499   2.3823420e-05
      2042.80      0.99983500   2.3820889e-05
      2042.90      0.99983501   2.3817772e-05
      2043.00      0.99983502   2.3814067e-05
      2043.10      0.99983503   2.3809571e-05
      2043.20      0.99983504   2.3804303e-05
      2043.30      0.99983505   2.3798237e-05
      2043.40      0.99983505   2.3791591e-05
      2043.50      0.99983506   2.3784358e-05
      2043.60      0.99983507   2.3776331e-05
      2043.70      0.99983508   2.3767934e-05
      2043.80      0.99983509   2.3758928e-05
      2043.90      0.99983511   2.3749543e-05
      2044.00      0.99983512   2.3739963e-05
      2044.10      0.99983513   2.3730373e-05
      2044.20      0.99983514   2.3720417e-05
      2044.30      0.99983516   2.3710830e-05
      2044.40      0.99983517   2.3701062e-05
      2044.50      0.99983519   2.3691687e-05
      2044.60      0.99983520   2.3682499e-05
      2044.70      0.99983522   2.3673530e-05
      2044.80      0.99983523   2.3665130e-05
      2044.90      0.99983525   2.3657133e-05
      2045.00      0.99983527   2.3649530e-05
      2045.10      0.99983528   2.3642312e-05
      2045.20      0.99983530   2.3635503e-05
      2045.30      0.99983532   2.3629072e-05
      2045.40      0.99983534   2.3623041e-05
      2045.50      0.99983535   2.3617402e-05
      2045.60      0.99983537   2.3612150e-05
      2045.70      0.99983539   2.3606912e-05
      2045.80      0.99983540   2.3602053e-05
      2045.90      0.99983542   2.3597594e-05
      2046.00      0.99983543   2.3593134e-05
      2046.10      0.99983545   2.3588671e-05
      2046.20      0.99983546   2.3584609e-05
      2046.30      0.99983548   2.3580343e-05
      2046.40      0.99983550   2.3576278e-05
      2046.50      0.99983551   2.3572214e-05
      2046.60      0.99983552   2.3568145e-05
      2046.70      0.99983554   2.3564088e-05
      2046.80      0.99983555   2.3559825e-05
      2046.90      0.99983557   2.3555372e-05
      2047.00      0.99983558   2.3551116e-05
      2047.10      0.99983559   2.3546463e-05
      2047.20      0.99983561   2.3541432e-05
      2047.30      0.99983562   2.3536390e-05
      2047.40      0.99983563   2.3530964e-05
      2047.50      0.99983564   2.3525148e-05
      2047.60      0.99983566   2.3519130e-05
      2047.70      0.99983567   2.3512737e-05
      2047.80      0.99983568   2.3505939e-05
      2047.90      0.99983570   2.3498760e-05
      2048.00      0.99983571   2.3491386e-05
      2048.10      0.99983572   2.3483613e-05
      2048.20      0.99983574   2.3475471e-05
      2048.30      0.99983575   2.3467311e-05
      2048.40      0.99983576   2.3458781e-05
      2048.50      0.99983578   2.3450233e-05
      2048.60      0.99983579   2.3441490e-05
      2048.70      0.99983581   2.3432771e-05
      2048.80      0.99983582   2.3424032e-05
      2048.90      0.99983584   2.3415510e-05
      2049.00      0.99983586   2.3407165e-05
      2049.10      0.99983587   2.3398821e-05
      2049.20      0.99983589   2.3390694e-05
      2049.30      0.99983591   2.3382939e-05
      2049.40      0.99983592   2.3375400e-05
      2049.50      0.99983594   2.3368233e-05
      2049.60      0.99983596   2.3361264e-05
      2049.70      0.99983598   2.3354703e-05
      2049.80      0.99983600   2.3348322e-05
      2049.90      0.99983601   2.3342152e-05
      2050.00      0.99983603   2.3336358e-05
      2050.10      0.99983605   2.3330761e-05
      2050.20      0.99983607   2.3325374e-05
      2050.30      0.99983609   2.3320169e-05
      2050.40      0.99983610   2.3315172e-05
      2050.50      0.99983612   2.3310359e-05
      2050.60      0.99983614   2.3305742e-05
      2050.70      0.99983616   2.3301137e-05
      2050.80      0.99983617   2.3296522e-05
      2050.90      0.99983619   2.3292114e-05
      2051.00      0.99983621   2.3287890e-05
      2051.10      0.99983622   2.3283472e-05
      2051.20      0.99983624   2.3279260e-05
      2051.30      0.99983626   2.3275038e-05
      2051.40      0.99983627   2.3270828e-05
      2051.50      0.99983629   2.3266608e-05
      2051.60      0.99983631   2.3262583e-05
      2051.70      0.99983632   2.3258375e-05
      2051.80      0.99983634   2.3254351e-05
      2051.90      0.99983636   2.3250144e-05
      2052.00      0.99983637   2.3246122e-05
      2052.10      0.99983639   2.3241907e-05
      2052.20      0.99983641   2.3237896e-05
      2052.30      0.99983642   2.3233876e-05
      2052.40      0.99983644   2.3229673e-05
      2052.50      0.99983645   2.3225654e-05
      2052.60      0.99983647   2.3221636e-05
      2052.70      0.99983649   2.3217629e-05
      2052.80      0.99983650   2.3213418e-05
      2052.90      0.99983652   2.3209413e-05
      2053.00      0.99983653   2.3205398e-05
      2053.10      0.99983655   2.3201189e-05
      2053.20      0.99983657   2.3197185e-05
      2053.30      0.99983658   2.3193172e-05
      2053.40      0.99983660   2.3189170e-05
      2053.50      0.99983661   2.3184964e-05
      2053.60      0.99983663   2.3180953e-05
      2053.70      0.99983664   2.3176952e-05
      2053.80      0.99983666   2.3172943e-05
      2053.90      0.99983668   2.3168944e-05
      2054.00      0.99983669   2.3164741e-05
      2054.10      0.99983671   2.3160734e-05
      2054.20      0.99983672   2.3156736e-05
      2054.30      0.99983674   2.3152730e-05
      2054.40      0.99983675   2.3148541e-05
      2054.50      0.99983677   2.3144536e-05
      2054.60      0.99983678   2.3140531e-05
      2054.70      0.99983680   2.3136538e-05
      2054.80      0.99983682   2.3132341e-05
      2054.90      0.99983683   2.3128348e-05
      2055.00      0.99983685   2.3124347e-05
      2055.10      0.99983686   2.3120346e-05
      2055.20      0.99983688   2.3116162e-05
      2055.30      0.99983689   2.3112162e-05
      2055.40      0.99983691   2.3108173e-05
      2055.50      0.99983692   2.3103981e-05
      2055.60      0.99983694   2.3099984e-05
      2055.70      0.99983695   2.3095997e-05
      2055.80      0.99983697   2.3091807e-05
      2055.90      0.99983699   2.3087821e-05
      2056.00      0.99983700   2.3083826e-05
      2056.10      0.99983702   2.3079638e-05
      2056.20      0.99983703   2.3075655e-05
      2056.30      0.99983705   2.3071468e-05
      2056.40      0.99983706   2.3067486e-05
      2056.50      0.99983708   2.3063301e-05
      2056.60      0.99983709   2.3059310e-05
      2056.70      0.99983711   2.3055330e-05
      2056.80      0.99983712   2.3051147e-05
      2056.90      0.99983714   2.3047168e-05
      2057.00      0.99983715   2.3043180e-05
      2057.10      0.99983717   2.3038999e-05
      2057.20      0.99983719   2.3035022e-05
      2057.30      0.99983720   2.3030842e-05
      2057.40      0.99983722   2.3026867e-05
      2057.50      0.99983723   2.3022882e-05
      2057.60      0.99983725   2.3018705e-05
      2057.70      0.99983726   2.3014731e-05
      2057.80      0.99983728   2.3010749e-05
      2057.90      0.99983729   2.3006776e-05
      2058.00      0.99983731   2.3002602e-05
      2058.10      0.99983732   2.2998621e-05
      2058.20      0.99983734   2.2994651e-05
      2058.30      0.99983735   2.2990478e-05
      2058.40      0.99983737   2.2986509e-05
      2058.50      0.99983738   2.2982531e-05
      2058.60      0.99983740   2.2978361e-05
      2058.70      0.99983741   2.2974394e-05
      2058.80      0.99983743   2.2970418e-05
      2058.90      0.99983744   2.2966452e-05
      2059.00      0.99983746   2.2962478e-05
      2059.10      0.99983747   2.2958311e-05
      2059.20      0.99983749   2.2954347e-05
      2059.30      0.99983750   2.2950375e-05
      2059.40      0.99983752   2.2946412e-05
      2059.50      0.99983754   2.2942441e-05
      2059.60      0.99983755   2.2938277e-05
      2059.70      0.99983757   2.2934317e-05
      2059.80      0.99983758   2.2930348e-05
      2059.90      0.99983760   2.2926389e-05
      2060.00      0.99983761   2.2922228e-05
      2060.10      0.99983763   2.2918261e-05
      2060.20      0.99983764   2.2914304e-05
      2060.30      0.99983766   2.2910145e-05
      2060.40      0.99983767   2.2906189e-05
      2060.50      0.99983769   2.2902225e-05
      2060.60      0.99983770   2.2898068e-05
      2060.70      0.99983772   2.2894307e-05
      2060.80      0.99983773   2.2890152e-05
      2060.90      0.99983775   2.2886007e-05
      2061.00      0.99983776   2.2882238e-05
      2061.10      0.99983778   2.2878085e-05
      2061.20      0.99983779   2.2873942e-05
      2061.30      0.99983781   2.2869983e-05
      2061.40      0.99983782   2.2866034e-05
      2061.50      0.99983784   2.2862076e-05
      2061.60      0.99983785   2.2857926e-05
      2061.70      0.99983787   2.2853979e-05
      2061.80      0.99983788   2.2850023e-05
      2061.90      0.99983790   2.2845885e-05
      2062.00      0.99983791   2.2841930e-05
      2062.10      0.99983793   2.2837784e-05
      2062.20      0.99983794   2.2833840e-05
      2062.30      0.99983796   2.2829887e-05
      2062.40      0.99983797   2.2825945e-05
      2062.50      0.99983799   2.2821801e-05
      2062.60      0.99983800   2.2817851e-05
      2062.70      0.99983802   2.2813910e-05
      2062.80      0.99983803   2.2809961e-05
      2062.90      0.99983805   2.2805830e-05
      2063.00      0.99983806   2.2801882e-05
      2063.10      0.99983808   2.2797935e-05
      2063.20      0.99983809   2.2793998e-05
      2063.30      0.99983811   2.2790052e-05
      2063.40      0.99983812   2.2785924e-05
      2063.50      0.99983814   2.2781979e-05
      2063.60      0.99983815   2.2778035e-05
      2063.70      0.99983817   2.2773909e-05
      2063.80      0.99983818   2.2770159e-05
      2063.90      0.99983820   2.2766034e-05
      2064.00      0.99983821   2.2762093e-05
      2064.10      0.99983823   2.2758152e-05
      2064.20      0.99983824   2.2754222e-05
      2064.30      0.99983826   2.2750282e-05
      2064.40      0.99983827   2.2746161e-05
      2064.50      0.99983829   2.2742223e-05
      2064.60      0.99983830   2.2738286e-05
      2064.70      0.99983832   2.2734359e-05
      2064.80      0.99983833   2.2730423e-05
      2064.90      0.99983835   2.2726497e-05
      2065.00      0.99983836   2.2722562e-05
      2065.10      0.99983838   2.2718436e-05
      2065.20      0.99983839   2.2714512e-05
      2065.30      0.99983841   2.2710579e-05
      2065.40      0.99983842   2.2706657e-05
      2065.50      0.99983844   2.2702725e-05
