energy[ev]	n     k
      2130.90      0.99984770   2.0277545e-05
      2131.00      0.99984772   2.0274195e-05
      2131.10      0.99984773   2.0270665e-05
      2131.20      0.99984774   2.0267144e-05
      2131.30      0.99984776   2.0263795e-05
      2131.40      0.99984777   2.0260275e-05
      2131.50      0.99984779   2.0256747e-05
      2131.60      0.99984780   2.0253400e-05
      2131.70      0.99984781   2.0250062e-05
      2131.80      0.99984783   2.0246536e-05
      2131.90      0.99984784   2.0243019e-05
      2132.00      0.99984785   2.0239494e-05
      2132.10      0.99984787   2.0236150e-05
      2132.20      0.99984788   2.0232634e-05
      2132.30      0.99984789   2.0229111e-05
      2132.40      0.99984791   2.0225776e-05
      2132.50      0.99984792   2.0222254e-05
      2132.60      0.99984793   2.0218732e-05
      2132.70      0.99984795   2.0215220e-05
      2132.80      0.99984796   2.0211879e-05
      2132.90      0.99984797   2.0208368e-05
      2133.00      0.99984799   2.0204848e-05
      2133.10      0.99984800   2.0201330e-05
      2133.20      0.99984802   2.0198000e-05
      2133.30      0.99984803   2.0194482e-05
      2133.40      0.99984804   2.0190973e-05
      2133.50      0.99984806   2.0187457e-05
      2133.60      0.99984807   2.0183941e-05
      2133.70      0.99984808   2.0180614e-05
      2133.80      0.99984810   2.0177099e-05
      2133.90      0.99984811   2.0173593e-05
      2134.00      0.99984812   2.0170259e-05
      2134.10      0.99984814   2.0166746e-05
      2134.20      0.99984815   2.0163242e-05
      2134.30      0.99984816   2.0159730e-05
      2134.40      0.99984818   2.0156406e-05
      2134.50      0.99984819   2.0152896e-05
      2134.60      0.99984821   2.0149385e-05
      2134.70      0.99984822   2.0146064e-05
      2134.80      0.99984823   2.0142554e-05
      2134.90      0.99984825   2.0139234e-05
      2135.00      0.99984826   2.0135726e-05
      2135.10      0.99984827   2.0132218e-05
      2135.20      0.99984829   2.0128720e-05
      2135.30      0.99984830   2.0125393e-05
      2135.40      0.99984831   2.0121895e-05
      2135.50      0.99984833   2.0118570e-05
      2135.60      0.99984834   2.0115065e-05
      2135.70      0.99984835   2.0111749e-05
      2135.80      0.99984837   2.0108425e-05
      2135.90      0.99984838   2.0104930e-05
      2136.00      0.99984840   2.0101607e-05
      2136.10      0.99984841   2.0098105e-05
      2136.20      0.99984842   2.0094612e-05
      2136.30      0.99984844   2.0091291e-05
      2136.40      0.99984845   2.0087799e-05
      2136.50      0.99984846   2.0084479e-05
      2136.60      0.99984848   2.0081160e-05
      2136.70      0.99984849   2.0077849e-05
      2136.80      0.99984850   2.0074351e-05
      2136.90      0.99984852   2.0071041e-05
      2137.00      0.99984853   2.0067544e-05
      2137.10      0.99984854   2.0064227e-05
      2137.20      0.99984856   2.0060740e-05
      2137.30      0.99984857   2.0057424e-05
      2137.40      0.99984858   2.0054117e-05
      2137.50      0.99984860   2.0050623e-05
      2137.60      0.99984861   2.0047309e-05
      2137.70      0.99984862   2.0043824e-05
      2137.80      0.99984864   2.0040511e-05
      2137.90      0.99984865   2.0037206e-05
      2138.00      0.99984866   2.0033894e-05
      2138.10      0.99984868   2.0030403e-05
      2138.20      0.99984869   2.0026922e-05
      2138.30      0.99984871   2.0023611e-05
      2138.40      0.99984872   2.0020309e-05
      2138.50      0.99984873   2.0016821e-05
      2138.60      0.99984875   2.0013333e-05
      2138.70      0.99984876   2.0010033e-05
      2138.80      0.99984877   2.0006725e-05
      2138.90      0.99984879   2.0003247e-05
      2139.00      0.99984880   1.9999761e-05
      2139.10      0.99984881   1.9996455e-05
      2139.20      0.99984883   1.9993158e-05
      2139.30      0.99984884   1.9989674e-05
      2139.40      0.99984885   1.9986199e-05
      2139.50      0.99984887   1.9982895e-05
      2139.60      0.99984888   1.9979591e-05
      2139.70      0.99984889   1.9976118e-05
      2139.80      0.99984891   1.9972636e-05
      2139.90      0.99984892   1.9969343e-05
      2140.00      0.99984893   1.9965862e-05
      2140.10      0.99984895   1.9962383e-05
      2140.20      0.99984896   1.9959091e-05
      2140.30      0.99984897   1.9955612e-05
      2140.40      0.99984899   1.9952321e-05
      2140.50      0.99984900   1.9948844e-05
      2140.60      0.99984901   1.9945367e-05
      2140.70      0.99984903   1.9942078e-05
      2140.80      0.99984904   1.9938602e-05
      2140.90      0.99984905   1.9935314e-05
      2141.00      0.99984907   1.9931839e-05
      2141.10      0.99984908   1.9928365e-05
      2141.20      0.99984909   1.9925078e-05
      2141.30      0.99984911   1.9921606e-05
      2141.40      0.99984912   1.9918320e-05
      2141.50      0.99984914   1.9914848e-05
      2141.60      0.99984915   1.9911555e-05
      2141.70      0.99984916   1.9908093e-05
      2141.80      0.99984918   1.9904623e-05
      2141.90      0.99984919   1.9901340e-05
      2142.00      0.99984920   1.9897871e-05
      2142.10      0.99984922   1.9894581e-05
      2142.20      0.99984923   1.9891300e-05
      2142.30      0.99984924   1.9887832e-05
      2142.40      0.99984926   1.9884552e-05
      2142.50      0.99984927   1.9881086e-05
      2142.60      0.99984928   1.9877798e-05
      2142.70      0.99984930   1.9874341e-05
      2142.80      0.99984931   1.9871055e-05
      2142.90      0.99984932   1.9867599e-05
      2143.00      0.99984934   1.9864314e-05
      2143.10      0.99984935   1.9860851e-05
      2143.20      0.99984936   1.9857575e-05
      2143.30      0.99984938   1.9854113e-05
      2143.40      0.99984939   1.9850838e-05
      2143.50      0.99984940   1.9847377e-05
      2143.60      0.99984942   1.9844095e-05
      2143.70      0.99984943   1.9840644e-05
      2143.80      0.99984944   1.9837363e-05
      2143.90      0.99984946   1.9834091e-05
      2144.00      0.99984947   1.9830811e-05
      2144.10      0.99984948   1.9827354e-05
      2144.20      0.99984950   1.9824083e-05
      2144.30      0.99984951   1.9820627e-05
      2144.40      0.99984952   1.9817357e-05
      2144.50      0.99984954   1.9813902e-05
      2144.60      0.99984955   1.9810625e-05
      2144.70      0.99984956   1.9807179e-05
      2144.80      0.99984958   1.9803725e-05
      2144.90      0.99984959   1.9800458e-05
      2145.00      0.99984960   1.9797006e-05
      2145.10      0.99984962   1.9793732e-05
      2145.20      0.99984963   1.9790289e-05
      2145.30      0.99984964   1.9786838e-05
      2145.40      0.99984966   1.9783573e-05
      2145.50      0.99984967   1.9780124e-05
      2145.60      0.99984968   1.9776852e-05
      2145.70      0.99984970   1.9773412e-05
      2145.80      0.99984971   1.9770142e-05
      2145.90      0.99984972   1.9766880e-05
      2146.00      0.99984974   1.9763433e-05
      2146.10      0.99984975   1.9759986e-05
      2146.20      0.99984976   1.9756726e-05
      2146.30      0.99984978   1.9753281e-05
      2146.40      0.99984979   1.9750022e-05
      2146.50      0.99984980   1.9746578e-05
      2146.60      0.99984982   1.9743312e-05
      2146.70      0.99984983   1.9739877e-05
      2146.80      0.99984984   1.9736612e-05
      2146.90      0.99984986   1.9733178e-05
      2147.00      0.99984987   1.9729914e-05
      2147.10      0.99984988   1.9726473e-05
      2147.20      0.99984990   1.9723218e-05
      2147.30      0.99984991   1.9719956e-05
      2147.40      0.99984992   1.9716525e-05
      2147.50      0.99984994   1.9713264e-05
      2147.60      0.99984995   1.9710003e-05
      2147.70      0.99984996   1.9706573e-05
      2147.80      0.99984998   1.9703314e-05
      2147.90      0.99984999   1.9699885e-05
      2148.00      0.99985000   1.9696626e-05
      2148.10      0.99985002   1.9693191e-05
      2148.20      0.99985003   1.9689941e-05
      2148.30      0.99985004   1.9686684e-05
      2148.40      0.99985006   1.9683259e-05
      2148.50      0.99985007   1.9680003e-05
      2148.60      0.99985008   1.9676747e-05
      2148.70      0.99985010   1.9673323e-05
      2148.80      0.99985011   1.9670069e-05
      2148.90      0.99985012   1.9666646e-05
      2149.00      0.99985014   1.9663392e-05
      2149.10      0.99985015   1.9660140e-05
      2149.20      0.99985016   1.9656718e-05
      2149.30      0.99985018   1.9653466e-05
      2149.40      0.99985019   1.9650046e-05
      2149.50      0.99985020   1.9646795e-05
      2149.60      0.99985022   1.9643545e-05
      2149.70      0.99985023   1.9640126e-05
      2149.80      0.99985024   1.9636877e-05
      2149.90      0.99985026   1.9633637e-05
      2150.00      0.99985027   1.9630389e-05
      2150.10      0.99985028   1.9626964e-05
      2150.20      0.99985030   1.9623725e-05
      2150.30      0.99985031   1.9620302e-05
      2150.40      0.99985032   1.9617064e-05
      2150.50      0.99985034   1.9613641e-05
      2150.60      0.99985035   1.9610396e-05
      2150.70      0.99985036   1.9607160e-05
      2150.80      0.99985038   1.9603739e-05
      2150.90      0.99985039   1.9600504e-05
      2151.00      0.99985040   1.9597084e-05
      2151.10      0.99985042   1.9593842e-05
      2151.20      0.99985043   1.9590608e-05
      2151.30      0.99985044   1.9587190e-05
      2151.40      0.99985046   1.9583957e-05
      2151.50      0.99985047   1.9580540e-05
      2151.60      0.99985048   1.9577301e-05
      2151.70      0.99985050   1.9574069e-05
      2151.80      0.99985051   1.9570654e-05
      2151.90      0.99985052   1.9567424e-05
      2152.00      0.99985054   1.9564186e-05
      2152.10      0.99985055   1.9560772e-05
      2152.20      0.99985056   1.9557544e-05
      2152.30      0.99985057   1.9554131e-05
      2152.40      0.99985059   1.9550904e-05
      2152.50      0.99985060   1.9547492e-05
      2152.60      0.99985061   1.9544258e-05
      2152.70      0.99985063   1.9541032e-05
      2152.80      0.99985064   1.9537622e-05
      2152.90      0.99985065   1.9534397e-05
      2153.00      0.99985067   1.9530988e-05
      2153.10      0.99985068   1.9527756e-05
      2153.20      0.99985069   1.9524533e-05
      2153.30      0.99985071   1.9521125e-05
      2153.40      0.99985072   1.9517903e-05
      2153.50      0.99985073   1.9514497e-05
      2153.60      0.99985075   1.9511268e-05
      2153.70      0.99985076   1.9507871e-05
      2153.80      0.99985077   1.9504642e-05
      2153.90      0.99985079   1.9501423e-05
      2154.00      0.99985080   1.9498019e-05
      2154.10      0.99985081   1.9494793e-05
      2154.20      0.99985083   1.9491398e-05
      2154.30      0.99985084   1.9488173e-05
      2154.40      0.99985085   1.9484956e-05
      2154.50      0.99985087   1.9481555e-05
      2154.60      0.99985088   1.9478331e-05
      2154.70      0.99985089   1.9474939e-05
      2154.80      0.99985091   1.9471716e-05
      2154.90      0.99985092   1.9468325e-05
      2155.00      0.99985093   1.9465103e-05
      2155.10      0.99985094   1.9461706e-05
      2155.20      0.99985096   1.9458493e-05
      2155.30      0.99985097   1.9455272e-05
      2155.40      0.99985098   1.9451884e-05
      2155.50      0.99985100   1.9448665e-05
      2155.60      0.99985101   1.9445270e-05
      2155.70      0.99985102   1.9442060e-05
      2155.80      0.99985104   1.9438666e-05
      2155.90      0.99985105   1.9435457e-05
      2156.00      0.99985106   1.9432240e-05
      2156.10      0.99985108   1.9428848e-05
      2156.20      0.99985109   1.9425640e-05
      2156.30      0.99985110   1.9422249e-05
      2156.40      0.99985112   1.9419042e-05
      2156.50      0.99985113   1.9415652e-05
      2156.60      0.99985114   1.9412438e-05
      2156.70      0.99985116   1.9409057e-05
      2156.80      0.99985117   1.9405845e-05
      2156.90      0.99985118   1.9402641e-05
      2157.00      0.99985119   1.9399253e-05
      2157.10      0.99985121   1.9396042e-05
      2157.20      0.99985122   1.9392664e-05
      2157.30      0.99985123   1.9389454e-05
      2157.40      0.99985125   1.9386076e-05
      2157.50      0.99985126   1.9382868e-05
      2157.60      0.99985127   1.9379483e-05
      2157.70      0.99985129   1.9376283e-05
      2157.80      0.99985130   1.9373076e-05
      2157.90      0.99985131   1.9369701e-05
      2158.00      0.99985133   1.9366495e-05
      2158.10      0.99985134   1.9363113e-05
      2158.20      0.99985135   1.9359916e-05
      2158.30      0.99985137   1.9356711e-05
      2158.40      0.99985138   1.9353339e-05
      2158.50      0.99985139   1.9349960e-05
      2158.60      0.99985141   1.9346757e-05
      2158.70      0.99985142   1.9343386e-05
      2158.80      0.99985143   1.9340184e-05
      2158.90      0.99985144   1.9336990e-05
      2159.00      0.99985146   1.9333789e-05
      2159.10      0.99985147   1.9330413e-05
      2159.20      0.99985148   1.9327045e-05
      2159.30      0.99985150   1.9323846e-05
      2159.40      0.99985151   1.9320479e-05
      2159.50      0.99985152   1.9317280e-05
      2159.60      0.99985154   1.9313907e-05
      2159.70      0.99985155   1.9310717e-05
      2159.80      0.99985156   1.9307520e-05
      2159.90      0.99985158   1.9304156e-05
      2160.00      0.99985159   1.9300960e-05
      2160.10      0.99985160   1.9297765e-05
      2160.20      0.99985162   1.9294402e-05
      2160.30      0.99985163   1.9291208e-05
      2160.40      0.99985164   1.9288022e-05
      2160.50      0.99985166   1.9284829e-05
      2160.60      0.99985167   1.9281460e-05
      2160.70      0.99985168   1.9278276e-05
      2160.80      0.99985169   1.9275084e-05
      2160.90      0.99985171   1.9271901e-05
      2161.00      0.99985172   1.9268535e-05
      2161.10      0.99985173   1.9265344e-05
      2161.20      0.99985175   1.9262162e-05
      2161.30      0.99985176   1.9258798e-05
      2161.40      0.99985177   1.9255617e-05
      2161.50      0.99985179   1.9252429e-05
      2161.60      0.99985180   1.9249066e-05
      2161.70      0.99985181   1.9245886e-05
      2161.80      0.99985183   1.9242700e-05
      2161.90      0.99985184   1.9239522e-05
      2162.00      0.99985185   1.9236336e-05
      2162.10      0.99985186   1.9232976e-05
      2162.20      0.99985188   1.9229799e-05
      2162.30      0.99985189   1.9226439e-05
      2162.40      0.99985190   1.9223264e-05
      2162.50      0.99985192   1.9220081e-05
      2162.60      0.99985193   1.9216898e-05
      2162.70      0.99985194   1.9213549e-05
      2162.80      0.99985196   1.9210367e-05
      2162.90      0.99985197   1.9207019e-05
      2163.00      0.99985198   1.9203838e-05
      2163.10      0.99985200   1.9200483e-05
      2163.20      0.99985201   1.9197312e-05
      2163.30      0.99985202   1.9194133e-05
      2163.40      0.99985203   1.9190787e-05
      2163.50      0.99985205   1.9187609e-05
      2163.60      0.99985206   1.9184431e-05
      2163.70      0.99985207   1.9181087e-05
      2163.80      0.99985209   1.9177911e-05
      2163.90      0.99985210   1.9174568e-05
      2164.00      0.99985211   1.9171393e-05
      2164.10      0.99985213   1.9168218e-05
      2164.20      0.99985214   1.9164876e-05
      2164.30      0.99985215   1.9161702e-05
      2164.40      0.99985217   1.9158362e-05
      2164.50      0.99985218   1.9155364e-05
      2164.60      0.99985219   1.9152017e-05
      2164.70      0.99985220   1.9148678e-05
      2164.80      0.99985222   1.9145507e-05
      2164.90      0.99985223   1.9142344e-05
      2165.00      0.99985224   1.9139173e-05
      2165.10      0.99985226   1.9135829e-05
      2165.20      0.99985227   1.9132667e-05
      2165.30      0.99985228   1.9129499e-05
      2165.40      0.99985230   1.9126338e-05
      2165.50      0.99985231   1.9123170e-05
      2165.60      0.99985232   1.9119828e-05
      2165.70      0.99985234   1.9116669e-05
      2165.80      0.99985235   1.9113503e-05
      2165.90      0.99985236   1.9110345e-05
      2166.00      0.99985237   1.9107180e-05
      2166.10      0.99985239   1.9103841e-05
      2166.20      0.99985240   1.9100684e-05
      2166.30      0.99985241   1.9097521e-05
      2166.40      0.99985243   1.9094191e-05
      2166.50      0.99985244   1.9091028e-05
      2166.60      0.99985245   1.9087866e-05
      2166.70      0.99985247   1.9084712e-05
      2166.80      0.99985248   1.9081376e-05
      2166.90      0.99985249   1.9078223e-05
      2167.00      0.99985250   1.9075063e-05
      2167.10      0.99985252   1.9071904e-05
      2167.20      0.99985253   1.9068752e-05
      2167.30      0.99985254   1.9065419e-05
      2167.40      0.99985256   1.9062443e-05
      2167.50      0.99985257   1.9059111e-05
      2167.60      0.99985258   1.9055954e-05
      2167.70      0.99985260   1.9052631e-05
      2167.80      0.99985261   1.9049649e-05
      2167.90      0.99985262   1.9046327e-05
      2168.00      0.99985263   1.9043172e-05
      2168.10      0.99985265   1.9039843e-05
      2168.20      0.99985266   1.9036871e-05
      2168.30      0.99985267   1.9033543e-05
      2168.40      0.99985269   1.9030398e-05
      2168.50      0.99985270   1.9027245e-05
      2168.60      0.99985271   1.9024093e-05
      2168.70      0.99985273   1.9020775e-05
      2168.80      0.99985274   1.9017624e-05
      2168.90      0.99985275   1.9014481e-05
      2169.00      0.99985276   1.9011331e-05
      2169.10      0.99985278   1.9008007e-05
      2169.20      0.99985279   1.9004866e-05
      2169.30      0.99985280   1.9001718e-05
      2169.40      0.99985282   1.8998577e-05
      2169.50      0.99985283   1.8995430e-05
      2169.60      0.99985284   1.8992109e-05
      2169.70      0.99985286   1.8988970e-05
      2169.80      0.99985287   1.8985824e-05
      2169.90      0.99985288   1.8982686e-05
      2170.00      0.99985289   1.8979367e-05
      2170.10      0.99985291   1.8976223e-05
      2170.20      0.99985292   1.8973086e-05
      2170.30      0.99985293   1.8969769e-05
      2170.40      0.99985295   1.8966633e-05
      2170.50      0.99985296   1.8963491e-05
      2170.60      0.99985297   1.8960349e-05
      2170.70      0.99985299   1.8957215e-05
      2170.80      0.99985300   1.8953900e-05
      2170.90      0.99985301   1.8950768e-05
      2171.00      0.99985302   1.8947628e-05
      2171.10      0.99985304   1.8944488e-05
      2171.20      0.99985305   1.8941183e-05
      2171.30      0.99985306   1.8938045e-05
      2171.40      0.99985308   1.8934914e-05
      2171.50      0.99985309   1.8931777e-05
      2171.60      0.99985310   1.8928466e-05
      2171.70      0.99985311   1.8925337e-05
      2171.80      0.99985313   1.8922201e-05
      2171.90      0.99985314   1.8919073e-05
      2172.00      0.99985315   1.8915765e-05
      2172.10      0.99985317   1.8912630e-05
      2172.20      0.99985318   1.8909504e-05
      2172.30      0.99985319   1.8906197e-05
      2172.40      0.99985320   1.8903072e-05
      2172.50      0.99985322   1.8899939e-05
      2172.60      0.99985323   1.8896807e-05
      2172.70      0.99985324   1.8893510e-05
      2172.80      0.99985326   1.8890552e-05
      2172.90      0.99985327   1.8887256e-05
      2173.00      0.99985328   1.8883953e-05
      2173.10      0.99985330   1.8880997e-05
      2173.20      0.99985331   1.8877702e-05
      2173.30      0.99985332   1.8874574e-05
      2173.40      0.99985333   1.8871453e-05
      2173.50      0.99985335   1.8868326e-05
      2173.60      0.99985336   1.8865025e-05
      2173.70      0.99985337   1.8861907e-05
      2173.80      0.99985339   1.8858607e-05
      2173.90      0.99985340   1.8855663e-05
      2174.00      0.99985341   1.8852364e-05
      2174.10      0.99985342   1.8849240e-05
      2174.20      0.99985344   1.8845950e-05
      2174.30      0.99985345   1.8842827e-05
      2174.40      0.99985346   1.8839712e-05
      2174.50      0.99985348   1.8836589e-05
      2174.60      0.99985349   1.8833294e-05
      2174.70      0.99985350   1.8830180e-05
      2174.80      0.99985351   1.8827059e-05
      2174.90      0.99985353   1.8823946e-05
      2175.00      0.99985354   1.8820653e-05
      2175.10      0.99985355   1.8817534e-05
      2175.20      0.99985357   1.8814422e-05
      2175.30      0.99985358   1.8811304e-05
      2175.40      0.99985359   1.8808193e-05
      2175.50      0.99985361   1.8804903e-05
      2175.60      0.99985362   1.8801786e-05
      2175.70      0.99985363   1.8798677e-05
      2175.80      0.99985364   1.8795561e-05
      2175.90      0.99985366   1.8792280e-05
      2176.00      0.99985367   1.8789165e-05
      2176.10      0.99985368   1.8786051e-05
      2176.20      0.99985370   1.8782944e-05
      2176.30      0.99985371   1.8779831e-05
      2176.40      0.99985372   1.8776552e-05
      2176.50      0.99985373   1.8773440e-05
      2176.60      0.99985375   1.8770328e-05
      2176.70      0.99985376   1.8767224e-05
      2176.80      0.99985377   1.8764113e-05
      2176.90      0.99985379   1.8761010e-05
      2177.00      0.99985380   1.8757900e-05
      2177.10      0.99985381   1.8754618e-05
      2177.20      0.99985382   1.8751689e-05
      2177.30      0.99985384   1.8748580e-05
      2177.40      0.99985385   1.8745480e-05
      2177.50      0.99985386   1.8742199e-05
      2177.60      0.99985388   1.8739265e-05
      2177.70      0.99985389   1.8735993e-05
      2177.80      0.99985390   1.8733060e-05
      2177.90      0.99985391   1.8729789e-05
      2178.00      0.99985393   1.8726684e-05
      2178.10      0.99985394   1.8723580e-05
      2178.20      0.99985395   1.8720483e-05
      2178.30      0.99985397   1.8717207e-05
      2178.40      0.99985398   1.8714111e-05
      2178.50      0.99985399   1.8711009e-05
      2178.60      0.99985400   1.8707906e-05
      2178.70      0.99985402   1.8704812e-05
      2178.80      0.99985403   1.8701711e-05
      2178.90      0.99985404   1.8698618e-05
      2179.00      0.99985405   1.8695345e-05
      2179.10      0.99985407   1.8692246e-05
      2179.20      0.99985408   1.8689154e-05
      2179.30      0.99985409   1.8686055e-05
      2179.40      0.99985411   1.8682965e-05
      2179.50      0.99985412   1.8679694e-05
      2179.60      0.99985413   1.8676597e-05
      2179.70      0.99985414   1.8673508e-05
      2179.80      0.99985416   1.8670239e-05
      2179.90      0.99985417   1.8667151e-05
      2180.00      0.99985418   1.8664056e-05
      2180.10      0.99985420   1.8660961e-05
      2180.20      0.99985421   1.8657875e-05
      2180.30      0.99985422   1.8654781e-05
      2180.40      0.99985423   1.8651695e-05
      2180.50      0.99985425   1.8648430e-05
      2180.60      0.99985426   1.8645338e-05
      2180.70      0.99985427   1.8642253e-05
      2180.80      0.99985429   1.8639162e-05
      2180.90      0.99985430   1.8636079e-05
      2181.00      0.99985431   1.8632989e-05
      2181.10      0.99985432   1.8629726e-05
      2181.20      0.99985434   1.8626645e-05
      2181.30      0.99985435   1.8623556e-05
      2181.40      0.99985436   1.8620475e-05
      2181.50      0.99985438   1.8617387e-05
      2181.60      0.99985439   1.8614300e-05
      2181.70      0.99985440   1.8611220e-05
      2181.80      0.99985441   1.8608134e-05
      2181.90      0.99985443   1.8604884e-05
      2182.00      0.99985444   1.8601798e-05
      2182.10      0.99985445   1.8598713e-05
      2182.20      0.99985446   1.8595636e-05
      2182.30      0.99985448   1.8592552e-05
      2182.40      0.99985449   1.8589304e-05
      2182.50      0.99985450   1.8586221e-05
      2182.60      0.99985452   1.8583139e-05
      2182.70      0.99985453   1.8580064e-05
      2182.80      0.99985454   1.8576983e-05
      2182.90      0.99985455   1.8573738e-05
      2183.00      0.99985457   1.8570657e-05
      2183.10      0.99985458   1.8567577e-05
      2183.20      0.99985459   1.8564505e-05
      2183.30      0.99985460   1.8561254e-05
      2183.40      0.99985462   1.8558183e-05
      2183.50      0.99985463   1.8555105e-05
      2183.60      0.99985464   1.8552027e-05
      2183.70      0.99985466   1.8548786e-05
      2183.80      0.99985467   1.8545881e-05
      2183.90      0.99985468   1.8542641e-05
      2184.00      0.99985469   1.8539565e-05
      2184.10      0.99985471   1.8536318e-05
      2184.20      0.99985472   1.8533423e-05
      2184.30      0.99985473   1.8530177e-05
      2184.40      0.99985475   1.8527110e-05
      2184.50      0.99985476   1.8524037e-05
      2184.60      0.99985477   1.8520793e-05
      2184.70      0.99985478   1.8517728e-05
      2184.80      0.99985480   1.8514656e-05
      2184.90      0.99985481   1.8511593e-05
      2185.00      0.99985482   1.8508522e-05
      2185.10      0.99985483   1.8505452e-05
      2185.20      0.99985485   1.8502389e-05
      2185.30      0.99985486   1.8499320e-05
      2185.40      0.99985487   1.8496087e-05
      2185.50      0.99985489   1.8493191e-05
      2185.60      0.99985490   1.8489951e-05
      2185.70      0.99985491   1.8487063e-05
      2185.80      0.99985492   1.8483824e-05
      2185.90      0.99985494   1.8480766e-05
      2186.00      0.99985495   1.8477700e-05
      2186.10      0.99985496   1.8474634e-05
      2186.20      0.99985497   1.8471577e-05
      2186.30      0.99985499   1.8468512e-05
      2186.40      0.99985500   1.8465456e-05
      2186.50      0.99985501   1.8462393e-05
      2186.60      0.99985503   1.8459158e-05
      2186.70      0.99985504   1.8456274e-05
      2186.80      0.99985505   1.8453212e-05
      2186.90      0.99985506   1.8450158e-05
      2187.00      0.99985508   1.8446926e-05
      2187.10      0.99985509   1.8443866e-05
      2187.20      0.99985510   1.8440984e-05
      2187.30      0.99985511   1.8437753e-05
      2187.40      0.99985513   1.8434702e-05
      2187.50      0.99985514   1.8431643e-05
      2187.60      0.99985515   1.8428585e-05
      2187.70      0.99985517   1.8425535e-05
      2187.80      0.99985518   1.8422478e-05
      2187.90      0.99985519   1.8419428e-05
      2188.00      0.99985520   1.8416372e-05
      2188.10      0.99985522   1.8413316e-05
      2188.20      0.99985523   1.8410269e-05
      2188.30      0.99985524   1.8407214e-05
      2188.40      0.99985525   1.8404167e-05
      2188.50      0.99985527   1.8400942e-05
      2188.60      0.99985528   1.8398060e-05
      2188.70      0.99985529   1.8394843e-05
      2188.80      0.99985530   1.8391791e-05
      2188.90      0.99985532   1.8388747e-05
      2189.00      0.99985533   1.8385695e-05
      2189.10      0.99985534   1.8382644e-05
      2189.20      0.99985536   1.8379601e-05
      2189.30      0.99985537   1.8376380e-05
      2189.40      0.99985538   1.8373509e-05
      2189.50      0.99985539   1.8370289e-05
      2189.60      0.99985541   1.8367241e-05
      2189.70      0.99985542   1.8364371e-05
      2189.80      0.99985543   1.8361153e-05
      2189.90      0.99985544   1.8358113e-05
      2190.00      0.99985546   1.8355067e-05
      2190.10      0.99985547   1.8352021e-05
      2190.20      0.99985548   1.8348982e-05
      2190.30      0.99985549   1.8345937e-05
      2190.40      0.99985551   1.8342900e-05
      2190.50      0.99985552   1.8339685e-05
      2190.60      0.99985553   1.8336812e-05
      2190.70      0.99985555   1.8333776e-05
      2190.80      0.99985556   1.8330563e-05
      2190.90      0.99985557   1.8327528e-05
      2191.00      0.99985558   1.8324486e-05
      2191.10      0.99985560   1.8321445e-05
      2191.20      0.99985561   1.8318412e-05
      2191.30      0.99985562   1.8315371e-05
      2191.40      0.99985563   1.8312339e-05
      2191.50      0.99985565   1.8309300e-05
      2191.60      0.99985566   1.8306090e-05
      2191.70      0.99985567   1.8303059e-05
      2191.80      0.99985568   1.8300021e-05
      2191.90      0.99985570   1.8296991e-05
      2192.00      0.99985571   1.8293954e-05
      2192.10      0.99985572   1.8290918e-05
      2192.20      0.99985574   1.8287889e-05
      2192.30      0.99985575   1.8284854e-05
      2192.40      0.99985576   1.8281656e-05
      2192.50      0.99985577   1.8278621e-05
      2192.60      0.99985579   1.8275757e-05
      2192.70      0.99985580   1.8272731e-05
      2192.80      0.99985581   1.8269528e-05
      2192.90      0.99985582   1.8266502e-05
      2193.00      0.99985584   1.8263470e-05
      2193.10      0.99985585   1.8260438e-05
      2193.20      0.99985586   1.8257415e-05
      2193.30      0.99985587   1.8254384e-05
      2193.40      0.99985589   1.8251361e-05
      2193.50      0.99985590   1.8248331e-05
      2193.60      0.99985591   1.8245132e-05
      2193.70      0.99985592   1.8242280e-05
      2193.80      0.99985594   1.8239252e-05
      2193.90      0.99985595   1.8236232e-05
      2194.00      0.99985596   1.8233204e-05
      2194.10      0.99985597   1.8230177e-05
      2194.20      0.99985599   1.8227158e-05
      2194.30      0.99985600   1.8224132e-05
      2194.40      0.99985601   1.8221114e-05
      2194.50      0.99985603   1.8218089e-05
      2194.60      0.99985604   1.8215065e-05
      2194.70      0.99985605   1.8212048e-05
      2194.80      0.99985606   1.8209024e-05
      2194.90      0.99985608   1.8206009e-05
      2195.00      0.99985609   1.8202986e-05
      2195.10      0.99985610   1.8199964e-05
      2195.20      0.99985611   1.8197119e-05
      2195.30      0.99985613   1.8193928e-05
      2195.40      0.99985614   1.8191085e-05
      2195.50      0.99985615   1.8188065e-05
      2195.60      0.99985616   1.8185045e-05
      2195.70      0.99985618   1.8182033e-05
      2195.80      0.99985619   1.8179014e-05
      2195.90      0.99985620   1.8176003e-05
      2196.00      0.99985621   1.8172985e-05
      2196.10      0.99985623   1.8169968e-05
      2196.20      0.99985624   1.8166958e-05
      2196.30      0.99985625   1.8163942e-05
      2196.40      0.99985626   1.8160933e-05
      2196.50      0.99985628   1.8157917e-05
      2196.60      0.99985629   1.8154902e-05
      2196.70      0.99985630   1.8151895e-05
      2196.80      0.99985631   1.8148881e-05
      2196.90      0.99985633   1.8145875e-05
      2197.00      0.99985634   1.8142861e-05
      2197.10      0.99985635   1.8139849e-05
      2197.20      0.99985636   1.8136844e-05
      2197.30      0.99985638   1.8133832e-05
      2197.40      0.99985639   1.8130828e-05
